files,target,images
../input/fashiondata/data/jewelry and watches/5da81b0a7f3e301b4504b3a6_0.jpg,jewelry and watches,5da81b0a7f3e301b4504b3a6_0.jpg
../input/fashiondata/data/beauty/5da8214b6504fb65da004b24_2.jpg,beauty,5da8214b6504fb65da004b24_2.jpg
../input/fashiondata/data/jewelry and watches/5da81ae27d3a9baa211f80cf_3.jpg,jewelry and watches,5da81ae27d3a9baa211f80cf_3.jpg
../input/fashiondata/data/bags/5db865b5d5424ee1f33537b8_0.jpg,bags,5db865b5d5424ee1f33537b8_0.jpg
../input/fashiondata/data/shoes/5db81045d5424ee1f33527c1_0.jpg,shoes,5db81045d5424ee1f33527c1_0.jpg
../input/fashiondata/data/beauty/5da81a487d3a9baa211f7f13_1.jpg,beauty,5da81a487d3a9baa211f7f13_1.jpg
../input/fashiondata/data/jewelry and watches/5da819ea6504fb65d41c5562_3.jpg,jewelry and watches,5da819ea6504fb65d41c5562_3.jpg
../input/fashiondata/data/beauty/5da81bd76504fb65d41c563d_3.jpg,beauty,5da81bd76504fb65d41c563d_3.jpg
../input/fashiondata/data/jewelry and watches/5da821966504fb65da005079_0.jpg,jewelry and watches,5da821966504fb65da005079_0.jpg
../input/fashiondata/data/jewelry and watches/5da81cc57861c2af6a5a87d5_1.jpg,jewelry and watches,5da81cc57861c2af6a5a87d5_1.jpg
../input/fashiondata/data/bags/5da81b4d6504fb65cea7006c_2.jpg,bags,5da81b4d6504fb65cea7006c_2.jpg
../input/fashiondata/data/beauty/5da820db6504fb65da004240_2.jpg,beauty,5da820db6504fb65da004240_2.jpg
../input/fashiondata/data/jewelry and watches/5da81f047d3a9baa211f84a5_0.jpg,jewelry and watches,5da81f047d3a9baa211f84a5_0.jpg
../input/fashiondata/data/beauty/5da817db6504fb65d41c549d_0.jpg,beauty,5da817db6504fb65d41c549d_0.jpg
../input/fashiondata/data/jewelry and watches/5da819936504fb65c4de3c37_4.jpg,jewelry and watches,5da819936504fb65c4de3c37_4.jpg
../input/fashiondata/data/shoes/5da81ce47861c2af6a5a891b_4.jpg,shoes,5da81ce47861c2af6a5a891b_4.jpg
../input/fashiondata/data/beauty/5da81accb25b035d1d17a56f_3.jpg,beauty,5da81accb25b035d1d17a56f_3.jpg
../input/fashiondata/data/jewelry and watches/5da81d547861c2af6a5a8eb8_3.jpg,jewelry and watches,5da81d547861c2af6a5a8eb8_3.jpg
../input/fashiondata/data/jewelry and watches/5da81a06b25b035d1d17a44a_3.jpg,jewelry and watches,5da81a06b25b035d1d17a44a_3.jpg
../input/fashiondata/data/bags/5da81aea7d3a9baa211f8187_2.jpg,bags,5da81aea7d3a9baa211f8187_2.jpg
../input/fashiondata/data/beauty/5da8215ab25b035d1d17b453_0.jpg,beauty,5da8215ab25b035d1d17b453_0.jpg
../input/fashiondata/data/shoes/5da8218f6504fb65c4de40cd_4.jpg,shoes,5da8218f6504fb65c4de40cd_4.jpg
../input/fashiondata/data/bags/5da81f776504fb65cb2618fd_2.jpg,bags,5da81f776504fb65cb2618fd_2.jpg
../input/fashiondata/data/beauty/5da8215c6504fb65da004c1f_2.jpg,beauty,5da8215c6504fb65da004c1f_2.jpg
../input/fashiondata/data/shoes/5da81d5b7f3e301b4504b69d_0.jpg,shoes,5da81d5b7f3e301b4504b69d_0.jpg
../input/fashiondata/data/beauty/5da81d047861c2af6a5a8ae3_0.jpg,beauty,5da81d047861c2af6a5a8ae3_0.jpg
../input/fashiondata/data/bags/5da81a726504fb65c4de3d46_4.jpg,bags,5da81a726504fb65c4de3d46_4.jpg
../input/fashiondata/data/beauty/5da8204d6504fb65da003937_3.jpg,beauty,5da8204d6504fb65da003937_3.jpg
../input/fashiondata/data/shoes/5da820ec6504fb65da004368_4.jpg,shoes,5da820ec6504fb65da004368_4.jpg
../input/fashiondata/data/shoes/5db810cfd5424ee1f3352bbf_0.jpg,shoes,5db810cfd5424ee1f3352bbf_0.jpg
../input/fashiondata/data/bags/5da817a46504fb65d41c53f6_0.jpg,bags,5da817a46504fb65d41c53f6_0.jpg
../input/fashiondata/data/bags/5da81a496504fb65c4de3c7d_1.jpg,bags,5da81a496504fb65c4de3c7d_1.jpg
../input/fashiondata/data/jewelry and watches/5db811dcd5424ee1f3353313_4.jpg,jewelry and watches,5db811dcd5424ee1f3353313_4.jpg
../input/fashiondata/data/shoes/5da81a317d3a9baa211f7e0e_0.jpg,shoes,5da81a317d3a9baa211f7e0e_0.jpg
../input/fashiondata/data/shoes/5da81f817861c2af6a5a9702_0.jpg,shoes,5da81f817861c2af6a5a9702_0.jpg
../input/fashiondata/data/jewelry and watches/5da823b76504fb65cb261aac_4.jpg,jewelry and watches,5da823b76504fb65cb261aac_4.jpg
../input/fashiondata/data/bags/5da8219e6504fb65da005145_1.jpg,bags,5da8219e6504fb65da005145_1.jpg
../input/fashiondata/data/bags/5da81ea66504fb65cea7019d_4.jpg,bags,5da81ea66504fb65cea7019d_4.jpg
../input/fashiondata/data/jewelry and watches/5da81d5b7f3e301b4504b652_0.jpg,jewelry and watches,5da81d5b7f3e301b4504b652_0.jpg
../input/fashiondata/data/bags/5db80fbdd5424ee1f3352346_3.jpg,bags,5db80fbdd5424ee1f3352346_3.jpg
../input/fashiondata/data/jewelry and watches/5da820116504fb65cea7026a_4.jpg,jewelry and watches,5da820116504fb65cea7026a_4.jpg
../input/fashiondata/data/shoes/5da81f227861c2af6a5a94b6_3.jpg,shoes,5da81f227861c2af6a5a94b6_3.jpg
../input/fashiondata/data/shoes/5db8119cd5424ee1f3353184_1.jpg,shoes,5db8119cd5424ee1f3353184_1.jpg
../input/fashiondata/data/shoes/5db81114d5424ee1f3352e21_3.jpg,shoes,5db81114d5424ee1f3352e21_3.jpg
../input/fashiondata/data/bags/5da81d347861c2af6a5a8ca4_0.jpg,bags,5da81d347861c2af6a5a8ca4_0.jpg
../input/fashiondata/data/shoes/5da81f6f6504fb65c4de403a_1.jpg,shoes,5da81f6f6504fb65c4de403a_1.jpg
../input/fashiondata/data/jewelry and watches/5da81cf17861c2af6a5a89e4_0.jpg,jewelry and watches,5da81cf17861c2af6a5a89e4_0.jpg
../input/fashiondata/data/beauty/5da8218f6504fb65c4de40b9_0.jpg,beauty,5da8218f6504fb65c4de40b9_0.jpg
../input/fashiondata/data/bags/5da81c996504fb65da003671_2.jpg,bags,5da81c996504fb65da003671_2.jpg
../input/fashiondata/data/beauty/5da81abeb25b035d1d17a508_0.jpg,beauty,5da81abeb25b035d1d17a508_0.jpg
../input/fashiondata/data/bags/5db810ced5424ee1f3352b85_6.jpg,bags,5db810ced5424ee1f3352b85_6.jpg
../input/fashiondata/data/shoes/5da81cc57861c2af6a5a882b_1.jpg,shoes,5da81cc57861c2af6a5a882b_1.jpg
../input/fashiondata/data/shoes/5da81ca16504fb65cb261813_1.jpg,shoes,5da81ca16504fb65cb261813_1.jpg
../input/fashiondata/data/bags/5db81199d5424ee1f335311e_0.jpg,bags,5db81199d5424ee1f335311e_0.jpg
../input/fashiondata/data/shoes/5db81088d5424ee1f33529e9_0.jpg,shoes,5db81088d5424ee1f33529e9_0.jpg
../input/fashiondata/data/jewelry and watches/5db81086d5424ee1f3352990_2.jpg,jewelry and watches,5db81086d5424ee1f3352990_2.jpg
../input/fashiondata/data/shoes/5da817a46504fb65d41c53da_4.jpg,shoes,5da817a46504fb65d41c53da_4.jpg
../input/fashiondata/data/bags/5da81ad47861c2af6a5a83fc_1.jpg,bags,5da81ad47861c2af6a5a83fc_1.jpg
../input/fashiondata/data/shoes/5da81d566504fb65cb26184e_4.jpg,shoes,5da81d566504fb65cb26184e_4.jpg
../input/fashiondata/data/jewelry and watches/5da8185b6504fb65c4de3bd7_0.jpg,jewelry and watches,5da8185b6504fb65c4de3bd7_0.jpg
../input/fashiondata/data/bags/5da81acb7d3a9baa211f7f7c_2.jpg,bags,5da81acb7d3a9baa211f7f7c_2.jpg
../input/fashiondata/data/beauty/5da820db6504fb65da004275_1.jpg,beauty,5da820db6504fb65da004275_1.jpg
../input/fashiondata/data/bags/5da81bd76504fb65d41c5616_0.jpg,bags,5da81bd76504fb65d41c5616_0.jpg
../input/fashiondata/data/jewelry and watches/5da81cd67861c2af6a5a8846_4.jpg,jewelry and watches,5da81cd67861c2af6a5a8846_4.jpg
../input/fashiondata/data/beauty/5da81a726504fb65c4de3d28_2.jpg,beauty,5da81a726504fb65c4de3d28_2.jpg
../input/fashiondata/data/beauty/5da821546504fb65da004bca_2.jpg,beauty,5da821546504fb65da004bca_2.jpg
../input/fashiondata/data/beauty/5da821316504fb65da004917_2.jpg,beauty,5da821316504fb65da004917_2.jpg
../input/fashiondata/data/jewelry and watches/5da82229b25b035d1d17c0b5_3.jpg,jewelry and watches,5da82229b25b035d1d17c0b5_3.jpg
../input/fashiondata/data/shoes/5da81b44b25b035d1d17a64d_4.jpg,shoes,5da81b44b25b035d1d17a64d_4.jpg
../input/fashiondata/data/jewelry and watches/5da81f746504fb65da0037ae_2.jpg,jewelry and watches,5da81f746504fb65da0037ae_2.jpg
../input/fashiondata/data/shoes/5da81a2d7d3a9baa211f7d9c_0.jpg,shoes,5da81a2d7d3a9baa211f7d9c_0.jpg
../input/fashiondata/data/shoes/5da821aa7d3a9baa211f8561_3.jpg,shoes,5da821aa7d3a9baa211f8561_3.jpg
../input/fashiondata/data/beauty/5da821f16504fb65da00569d_0.jpg,beauty,5da821f16504fb65da00569d_0.jpg
../input/fashiondata/data/shoes/5da81af07d3a9baa211f81f9_4.jpg,shoes,5da81af07d3a9baa211f81f9_4.jpg
../input/fashiondata/data/bags/5db811ded5424ee1f335335e_2.jpg,bags,5db811ded5424ee1f335335e_2.jpg
../input/fashiondata/data/bags/5da81b2a6504fb65c4de3dbf_4.jpg,bags,5da81b2a6504fb65c4de3dbf_4.jpg
../input/fashiondata/data/beauty/5da820f67861c2af6a5a979d_0.jpg,beauty,5da820f67861c2af6a5a979d_0.jpg
../input/fashiondata/data/beauty/5da81f6f6504fb65c4de402f_1.jpg,beauty,5da81f6f6504fb65c4de402f_1.jpg
../input/fashiondata/data/beauty/5da81bf4b25b035d1d17a836_2.jpg,beauty,5da81bf4b25b035d1d17a836_2.jpg
../input/fashiondata/data/jewelry and watches/5e4d39024c033d562da0e18d_0.jpg,jewelry and watches,5e4d39024c033d562da0e18d_0.jpg
../input/fashiondata/data/jewelry and watches/5da8185b6504fb65c4de3b95_0.jpg,jewelry and watches,5da8185b6504fb65c4de3b95_0.jpg
../input/fashiondata/data/jewelry and watches/5db81042d5424ee1f3352729_3.jpg,jewelry and watches,5db81042d5424ee1f3352729_3.jpg
../input/fashiondata/data/shoes/5db81114d5424ee1f3352e06_4.jpg,shoes,5db81114d5424ee1f3352e06_4.jpg
../input/fashiondata/data/beauty/5da8215ab25b035d1d17b46e_0.jpg,beauty,5da8215ab25b035d1d17b46e_0.jpg
../input/fashiondata/data/shoes/5db81236d5424ee1f335364e_2.jpg,shoes,5db81236d5424ee1f335364e_2.jpg
../input/fashiondata/data/shoes/5da81d8a7861c2af6a5a9038_3.jpg,shoes,5da81d8a7861c2af6a5a9038_3.jpg
../input/fashiondata/data/jewelry and watches/5db80fffd5424ee1f3352524_4.jpg,jewelry and watches,5db80fffd5424ee1f3352524_4.jpg
../input/fashiondata/data/bags/5e497e394c033d18b291a492_5.jpg,bags,5e497e394c033d18b291a492_5.jpg
../input/fashiondata/data/beauty/5da81f197861c2af6a5a9438_3.jpg,beauty,5da81f197861c2af6a5a9438_3.jpg
../input/fashiondata/data/beauty/5e53dbb5f97b6dff3227f318_3.jpg,beauty,5e53dbb5f97b6dff3227f318_3.jpg
../input/fashiondata/data/beauty/5db80fc0d5424ee1f33523e0_0.jpg,beauty,5db80fc0d5424ee1f33523e0_0.jpg
../input/fashiondata/data/bags/5da81eff7f3e301b4504b92b_0.jpg,bags,5da81eff7f3e301b4504b92b_0.jpg
../input/fashiondata/data/beauty/5da820986504fb65da003de2_0.jpg,beauty,5da820986504fb65da003de2_0.jpg
../input/fashiondata/data/beauty/5db81152d5424ee1f3352f3f_0.jpg,beauty,5db81152d5424ee1f3352f3f_0.jpg
../input/fashiondata/data/beauty/5da82155b25b035d1d17b432_2.jpg,beauty,5da82155b25b035d1d17b432_2.jpg
../input/fashiondata/data/shoes/5da81d847861c2af6a5a8ff6_3.jpg,shoes,5da81d847861c2af6a5a8ff6_3.jpg
../input/fashiondata/data/bags/5da81ad87d3a9baa211f7fe7_1.jpg,bags,5da81ad87d3a9baa211f7fe7_1.jpg
../input/fashiondata/data/jewelry and watches/5da81d227861c2af6a5a8bdc_3.jpg,jewelry and watches,5da81d227861c2af6a5a8bdc_3.jpg
../input/fashiondata/data/jewelry and watches/5da81d5b7f3e301b4504b67d_4.jpg,jewelry and watches,5da81d5b7f3e301b4504b67d_4.jpg
../input/fashiondata/data/jewelry and watches/5da81efa7861c2af6a5a9270_4.jpg,jewelry and watches,5da81efa7861c2af6a5a9270_4.jpg
../input/fashiondata/data/bags/5da81bd97f3e301b4504b4e0_2.jpg,bags,5da81bd97f3e301b4504b4e0_2.jpg
../input/fashiondata/data/shoes/5da8218f6504fb65c4de40cd_3.jpg,shoes,5da8218f6504fb65c4de40cd_3.jpg
../input/fashiondata/data/shoes/5da81d4b7f3e301b4504b5d7_1.jpg,shoes,5da81d4b7f3e301b4504b5d7_1.jpg
../input/fashiondata/data/beauty/5da820db6504fb65da00428d_3.jpg,beauty,5da820db6504fb65da00428d_3.jpg
../input/fashiondata/data/beauty/5da8209f6504fb65da003eba_1.jpg,beauty,5da8209f6504fb65da003eba_1.jpg
../input/fashiondata/data/jewelry and watches/5da820116504fb65cea7026a_2.jpg,jewelry and watches,5da820116504fb65cea7026a_2.jpg
../input/fashiondata/data/shoes/5da818e06504fb65d41c5500_4.jpg,shoes,5da818e06504fb65d41c5500_4.jpg
../input/fashiondata/data/shoes/5da817a46504fb65d41c53f4_3.jpg,shoes,5da817a46504fb65d41c53f4_3.jpg
../input/fashiondata/data/beauty/5da821a66504fb65da0051fb_2.jpg,beauty,5da821a66504fb65da0051fb_2.jpg
../input/fashiondata/data/jewelry and watches/5da81c30b25b035d1d17a9fd_1.jpg,jewelry and watches,5da81c30b25b035d1d17a9fd_1.jpg
../input/fashiondata/data/shoes/5da821f4b25b035d1d17bdc0_4.jpg,shoes,5da821f4b25b035d1d17bdc0_4.jpg
../input/fashiondata/data/bags/5da821fbb25b035d1d17be4e_0.jpg,bags,5da821fbb25b035d1d17be4e_0.jpg
../input/fashiondata/data/beauty/5da81adc7d3a9baa211f8075_2.jpg,beauty,5da81adc7d3a9baa211f8075_2.jpg
../input/fashiondata/data/beauty/5da819ea6504fb65d41c5581_0.jpg,beauty,5da819ea6504fb65d41c5581_0.jpg
../input/fashiondata/data/jewelry and watches/5da81b2d6504fb65cb2616cb_1.jpg,jewelry and watches,5da81b2d6504fb65cb2616cb_1.jpg
../input/fashiondata/data/shoes/5da81cd67861c2af6a5a8874_4.jpg,shoes,5da81cd67861c2af6a5a8874_4.jpg
../input/fashiondata/data/shoes/5da81be16504fb65da0035d4_0.jpg,shoes,5da81be16504fb65da0035d4_0.jpg
../input/fashiondata/data/beauty/5da820956504fb65da003d84_2.jpg,beauty,5da820956504fb65da003d84_2.jpg
../input/fashiondata/data/shoes/5db81007d5424ee1f3352695_4.jpg,shoes,5db81007d5424ee1f3352695_4.jpg
../input/fashiondata/data/jewelry and watches/5da81e97b25b035d1d17b091_0.jpg,jewelry and watches,5da81e97b25b035d1d17b091_0.jpg
../input/fashiondata/data/jewelry and watches/5db8119ad5424ee1f3353148_0.jpg,jewelry and watches,5db8119ad5424ee1f3353148_0.jpg
../input/fashiondata/data/bags/5da81f776504fb65cb261925_4.jpg,bags,5da81f776504fb65cb261925_4.jpg
../input/fashiondata/data/bags/5da820eb7861c2af6a5a9748_0.jpg,bags,5da820eb7861c2af6a5a9748_0.jpg
../input/fashiondata/data/bags/5db81236d5424ee1f3353666_2.jpg,bags,5db81236d5424ee1f3353666_2.jpg
../input/fashiondata/data/shoes/5da8214b6504fb65da004ad7_4.jpg,shoes,5da8214b6504fb65da004ad7_4.jpg
../input/fashiondata/data/bags/5db80ffdd5424ee1f33524c5_0.jpg,bags,5db80ffdd5424ee1f33524c5_0.jpg
../input/fashiondata/data/shoes/5db810cdd5424ee1f3352b44_4.jpg,shoes,5db810cdd5424ee1f3352b44_4.jpg
../input/fashiondata/data/jewelry and watches/5db8114ed5424ee1f3352e84_1.jpg,jewelry and watches,5db8114ed5424ee1f3352e84_1.jpg
../input/fashiondata/data/jewelry and watches/5da81ce47861c2af6a5a8904_3.jpg,jewelry and watches,5da81ce47861c2af6a5a8904_3.jpg
../input/fashiondata/data/bags/5db81082d5424ee1f33528c5_3.jpg,bags,5db81082d5424ee1f33528c5_3.jpg
../input/fashiondata/data/shoes/5da8217c6504fb65cea70341_0.jpg,shoes,5da8217c6504fb65cea70341_0.jpg
../input/fashiondata/data/shoes/5da81d347861c2af6a5a8ca7_1.jpg,shoes,5da81d347861c2af6a5a8ca7_1.jpg
../input/fashiondata/data/shoes/5db81113d5424ee1f3352ded_1.jpg,shoes,5db81113d5424ee1f3352ded_1.jpg
../input/fashiondata/data/shoes/5da81f027861c2af6a5a92d8_3.jpg,shoes,5da81f027861c2af6a5a92d8_3.jpg
../input/fashiondata/data/jewelry and watches/5da81c026504fb65cea700f7_2.jpg,jewelry and watches,5da81c026504fb65cea700f7_2.jpg
../input/fashiondata/data/bags/5da81aeeb25b035d1d17a5b5_3.jpg,bags,5da81aeeb25b035d1d17a5b5_3.jpg
../input/fashiondata/data/jewelry and watches/5da81f0b7861c2af6a5a935c_4.jpg,jewelry and watches,5da81f0b7861c2af6a5a935c_4.jpg
../input/fashiondata/data/beauty/5da81f227861c2af6a5a94a1_0.jpg,beauty,5da81f227861c2af6a5a94a1_0.jpg
../input/fashiondata/data/beauty/5da821546504fb65da004bb2_2.jpg,beauty,5da821546504fb65da004bb2_2.jpg
../input/fashiondata/data/bags/5da81e78b25b035d1d17b01b_2.jpg,bags,5da81e78b25b035d1d17b01b_2.jpg
../input/fashiondata/data/shoes/5da81b55b25b035d1d17a6ed_1.jpg,shoes,5da81b55b25b035d1d17a6ed_1.jpg
../input/fashiondata/data/bags/5da81b6fb25b035d1d17a791_2.jpg,bags,5da81b6fb25b035d1d17a791_2.jpg
../input/fashiondata/data/shoes/5db81221d5424ee1f335354d_2.jpg,shoes,5db81221d5424ee1f335354d_2.jpg
../input/fashiondata/data/jewelry and watches/5da81be36504fb65cb26170b_2.jpg,jewelry and watches,5da81be36504fb65cb26170b_2.jpg
../input/fashiondata/data/beauty/5da820fc6504fb65da004514_0.jpg,beauty,5da820fc6504fb65da004514_0.jpg
../input/fashiondata/data/shoes/5da8192d6504fb65cea6ffb4_0.jpg,shoes,5da8192d6504fb65cea6ffb4_0.jpg
../input/fashiondata/data/shoes/5da81c4eb25b035d1d17aa82_3.jpg,shoes,5da81c4eb25b035d1d17aa82_3.jpg
../input/fashiondata/data/bags/5db81153d5424ee1f3352f62_3.jpg,bags,5db81153d5424ee1f3352f62_3.jpg
../input/fashiondata/data/bags/5db8108bd5424ee1f3352a68_2.jpg,bags,5db8108bd5424ee1f3352a68_2.jpg
../input/fashiondata/data/jewelry and watches/5da81cc57861c2af6a5a87fc_4.jpg,jewelry and watches,5da81cc57861c2af6a5a87fc_4.jpg
../input/fashiondata/data/beauty/5da81f197861c2af6a5a93f7_0.jpg,beauty,5da81f197861c2af6a5a93f7_0.jpg
../input/fashiondata/data/jewelry and watches/5da821ad6504fb65da0052c5_3.jpg,jewelry and watches,5da821ad6504fb65da0052c5_3.jpg
../input/fashiondata/data/jewelry and watches/5db80fbfd5424ee1f33523a3_3.jpg,jewelry and watches,5db80fbfd5424ee1f33523a3_3.jpg
../input/fashiondata/data/bags/5db81114d5424ee1f3352e09_4.jpg,bags,5db81114d5424ee1f3352e09_4.jpg
../input/fashiondata/data/beauty/5db81225d5424ee1f3353607_2.jpg,beauty,5db81225d5424ee1f3353607_2.jpg
../input/fashiondata/data/shoes/5db81157d5424ee1f335301c_5.jpg,shoes,5db81157d5424ee1f335301c_5.jpg
../input/fashiondata/data/shoes/5da81abeb25b035d1d17a509_0.jpg,shoes,5da81abeb25b035d1d17a509_0.jpg
../input/fashiondata/data/jewelry and watches/5da81ce17d3a9baa211f8373_1.jpg,jewelry and watches,5da81ce17d3a9baa211f8373_1.jpg
../input/fashiondata/data/beauty/5da81d047861c2af6a5a8ad1_0.jpg,beauty,5da81d047861c2af6a5a8ad1_0.jpg
../input/fashiondata/data/beauty/5da820956504fb65da003db0_2.jpg,beauty,5da820956504fb65da003db0_2.jpg
../input/fashiondata/data/jewelry and watches/5da81acb7d3a9baa211f7f39_3.jpg,jewelry and watches,5da81acb7d3a9baa211f7f39_3.jpg
../input/fashiondata/data/beauty/5da81e97b25b035d1d17b0a2_0.jpg,beauty,5da81e97b25b035d1d17b0a2_0.jpg
../input/fashiondata/data/bags/5da81ce17d3a9baa211f839f_4.jpg,bags,5da81ce17d3a9baa211f839f_4.jpg
../input/fashiondata/data/jewelry and watches/5db81086d5424ee1f335297f_1.jpg,jewelry and watches,5db81086d5424ee1f335297f_1.jpg
../input/fashiondata/data/bags/5db8119cd5424ee1f3353197_0.jpg,bags,5db8119cd5424ee1f3353197_0.jpg
../input/fashiondata/data/beauty/5e53dbb5f97b6dff3227f2da_1.jpg,beauty,5e53dbb5f97b6dff3227f2da_1.jpg
../input/fashiondata/data/shoes/5da81b33b25b035d1d17a5df_4.jpg,shoes,5da81b33b25b035d1d17a5df_4.jpg
../input/fashiondata/data/jewelry and watches/5da817a06504fb65da003502_3.jpg,jewelry and watches,5da817a06504fb65da003502_3.jpg
../input/fashiondata/data/beauty/5da81c996504fb65da003614_1.jpg,beauty,5da81c996504fb65da003614_1.jpg
../input/fashiondata/data/beauty/5db81150d5424ee1f3352eeb_5.jpg,beauty,5db81150d5424ee1f3352eeb_5.jpg
../input/fashiondata/data/bags/5da821106504fb65da00470f_2.jpg,bags,5da821106504fb65da00470f_2.jpg
../input/fashiondata/data/beauty/5da821506504fb65da004b78_2.jpg,beauty,5da821506504fb65da004b78_2.jpg
../input/fashiondata/data/bags/5db811a0d5424ee1f3353240_1.jpg,bags,5db811a0d5424ee1f3353240_1.jpg
../input/fashiondata/data/beauty/5da81f457861c2af6a5a9588_0.jpg,beauty,5da81f457861c2af6a5a9588_0.jpg
../input/fashiondata/data/beauty/5da81bd76504fb65d41c563d_0.jpg,beauty,5da81bd76504fb65d41c563d_0.jpg
../input/fashiondata/data/beauty/5db81156d5424ee1f3352fdc_5.jpg,beauty,5db81156d5424ee1f3352fdc_5.jpg
../input/fashiondata/data/bags/5da81f817861c2af6a5a96d0_2.jpg,bags,5da81f817861c2af6a5a96d0_2.jpg
../input/fashiondata/data/jewelry and watches/5e593867ce5482d2eaf02055_3.jpg,jewelry and watches,5e593867ce5482d2eaf02055_3.jpg
../input/fashiondata/data/jewelry and watches/5da81b2a6504fb65c4de3dca_3.jpg,jewelry and watches,5da81b2a6504fb65c4de3dca_3.jpg
../input/fashiondata/data/beauty/5db81040d5424ee1f33526c9_1.jpg,beauty,5db81040d5424ee1f33526c9_1.jpg
../input/fashiondata/data/beauty/5da81f127861c2af6a5a93a5_0.jpg,beauty,5da81f127861c2af6a5a93a5_0.jpg
../input/fashiondata/data/beauty/5db811dbd5424ee1f33532e5_0.jpg,beauty,5db811dbd5424ee1f33532e5_0.jpg
../input/fashiondata/data/jewelry and watches/5da81efa7861c2af6a5a926b_2.jpg,jewelry and watches,5da81efa7861c2af6a5a926b_2.jpg
../input/fashiondata/data/shoes/5e497e394c033d18b291a4cd_3.jpg,shoes,5e497e394c033d18b291a4cd_3.jpg
../input/fashiondata/data/shoes/5da821ac7861c2af6a5a982c_0.jpg,shoes,5da821ac7861c2af6a5a982c_0.jpg
../input/fashiondata/data/shoes/5da820356504fb65da0038b5_2.jpg,shoes,5da820356504fb65da0038b5_2.jpg
../input/fashiondata/data/bags/5da81a4e7f3e301b4504b311_3.jpg,bags,5da81a4e7f3e301b4504b311_3.jpg
../input/fashiondata/data/beauty/5da820f67861c2af6a5a97d3_2.jpg,beauty,5da820f67861c2af6a5a97d3_2.jpg
../input/fashiondata/data/bags/5e4e94df4c033d4156681a37_5.jpg,bags,5e4e94df4c033d4156681a37_5.jpg
../input/fashiondata/data/bags/5da81d1a7861c2af6a5a8b9e_2.jpg,bags,5da81d1a7861c2af6a5a8b9e_2.jpg
../input/fashiondata/data/beauty/5da821106504fb65da0046fb_2.jpg,beauty,5da821106504fb65da0046fb_2.jpg
../input/fashiondata/data/bags/5da821c8b25b035d1d17bb18_0.jpg,bags,5da821c8b25b035d1d17bb18_0.jpg
../input/fashiondata/data/jewelry and watches/5da81d347861c2af6a5a8cb9_0.jpg,jewelry and watches,5da81d347861c2af6a5a8cb9_0.jpg
../input/fashiondata/data/beauty/5da8216bb25b035d1d17b58c_1.jpg,beauty,5da8216bb25b035d1d17b58c_1.jpg
../input/fashiondata/data/jewelry and watches/5da81bd97f3e301b4504b518_2.jpg,jewelry and watches,5da81bd97f3e301b4504b518_2.jpg
../input/fashiondata/data/beauty/5da8211e6504fb65da0047d6_3.jpg,beauty,5da8211e6504fb65da0047d6_3.jpg
../input/fashiondata/data/bags/5da81c9d7861c2af6a5a8606_0.jpg,bags,5da81c9d7861c2af6a5a8606_0.jpg
../input/fashiondata/data/bags/5da81b55b25b035d1d17a6c0_2.jpg,bags,5da81b55b25b035d1d17a6c0_2.jpg
../input/fashiondata/data/bags/5e5690ddd4ad70dcc1dc5e14_3.jpg,bags,5e5690ddd4ad70dcc1dc5e14_3.jpg
../input/fashiondata/data/bags/5da81b44b25b035d1d17a64b_1.jpg,bags,5da81b44b25b035d1d17a64b_1.jpg
../input/fashiondata/data/jewelry and watches/5da81d8a7861c2af6a5a9050_3.jpg,jewelry and watches,5da81d8a7861c2af6a5a9050_3.jpg
../input/fashiondata/data/bags/5da81a487d3a9baa211f7ec3_3.jpg,bags,5da81a487d3a9baa211f7ec3_3.jpg
../input/fashiondata/data/bags/5da8204e6504fb65cb2619b5_0.jpg,bags,5da8204e6504fb65cb2619b5_0.jpg
../input/fashiondata/data/shoes/5da821a66504fb65da005211_0.jpg,shoes,5da821a66504fb65da005211_0.jpg
../input/fashiondata/data/bags/5da81bd97f3e301b4504b506_3.jpg,bags,5da81bd97f3e301b4504b506_3.jpg
../input/fashiondata/data/bags/5da81d967861c2af6a5a909e_5.jpg,bags,5da81d967861c2af6a5a909e_5.jpg
../input/fashiondata/data/bags/5db81113d5424ee1f3352dda_0.jpg,bags,5db81113d5424ee1f3352dda_0.jpg
../input/fashiondata/data/beauty/5da820ad6504fb65da004042_2.jpg,beauty,5da820ad6504fb65da004042_2.jpg
../input/fashiondata/data/beauty/5da82155b25b035d1d17b42d_0.jpg,beauty,5da82155b25b035d1d17b42d_0.jpg
../input/fashiondata/data/bags/5da81b4d6504fb65cea700c3_5.jpg,bags,5da81b4d6504fb65cea700c3_5.jpg
../input/fashiondata/data/jewelry and watches/5da81d566504fb65cb261877_2.jpg,jewelry and watches,5da81d566504fb65cb261877_2.jpg
../input/fashiondata/data/beauty/5da81d526504fb65da0036a7_1.jpg,beauty,5da81d526504fb65da0036a7_1.jpg
../input/fashiondata/data/shoes/5da81b6fb25b035d1d17a7a8_4.jpg,shoes,5da81b6fb25b035d1d17a7a8_4.jpg
../input/fashiondata/data/bags/5da81aeeb25b035d1d17a57f_4.jpg,bags,5da81aeeb25b035d1d17a57f_4.jpg
../input/fashiondata/data/jewelry and watches/5da81e78b25b035d1d17b025_0.jpg,jewelry and watches,5da81e78b25b035d1d17b025_0.jpg
